department,region,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
3,13,0,3,1,22,4,2,1,0,77,0
1,30,0,3,1,35,4,7,0,0,64,0
3,7,0,3,1,31,3,5,0,0,82,0
3,14,0,0,1,35,3,8,1,0,77,0
9,22,1,0,1,41,5,9,0,0,81,0
0,2,1,0,1,26,1,2,0,0,48,0
5,29,1,0,1,33,5,7,0,0,87,0
0,9,1,3,1,30,4,3,0,0,52,0
4,2,1,3,2,37,2,9,0,0,71,0
0,6,1,3,1,34,1,8,0,0,47,0
5,2,1,3,2,36,3,10,0,0,85,0
0,2,1,3,2,29,,1,0,0,51,0
1,2,1,0,1,52,5,15,1,0,60,0
0,28,0,3,1,34,5,4,1,0,53,0
9,26,1,0,1,35,3,2,1,0,81,0
5,22,1,3,1,33,3,5,0,0,87,0
7,2,1,3,1,33,4,3,0,0,42,0
4,7,1,3,2,35,1,9,0,0,66,0
0,2,0,3,1,32,4,7,0,0,53,0
8,5,1,0,1,28,1,4,0,0,60,0
0,1,0,3,1,32,1,5,0,0,48,0
0,2,0,3,1,32,4,6,0,0,50,0
1,22,1,0,1,28,3,6,0,0,60,0
4,7,0,3,1,30,5,2,1,0,71,0
1,31,1,0,1,38,3,4,1,0,62,0
0,32,1,0,1,34,4,8,0,0,47,0
7,31,0,0,1,34,3,10,0,0,49,0
7,2,1,0,1,44,3,12,0,0,48,0
3,6,1,3,1,25,1,3,0,0,78,0
0,1,0,0,1,32,3,4,1,0,53,0
4,22,0,3,1,29,3,2,0,0,69,0
7,2,1,0,1,48,2,18,0,0,53,0
1,7,0,3,1,25,3,3,0,0,61,0
5,22,0,3,1,34,5,5,1,0,84,0
3,26,1,3,1,39,3,4,0,0,84,0
0,16,1,0,1,49,3,4,0,0,52,0
0,32,1,0,1,35,4,6,0,0,45,0
0,28,1,3,1,39,3,11,0,0,49,0
3,7,1,0,1,37,2,9,0,0,79,0
0,2,0,0,1,37,3,7,0,0,50,0
3,22,1,3,1,26,5,2,1,0,81,0
1,22,0,0,1,43,3,13,0,0,57,0
1,22,0,0,1,40,1,12,1,1,91,1
1,13,0,3,1,34,3,5,1,0,53,0
9,2,1,0,1,38,5,9,1,0,87,0
6,2,0,3,1,24,,1,0,0,57,0
4,2,1,0,1,59,3,26,0,0,69,0
1,2,1,3,2,33,3,10,0,0,65,0
7,2,1,3,1,25,4,2,0,0,48,0
0,16,1,0,1,30,4,2,0,0,51,0
0,22,1,3,1,46,1,9,0,0,53,0
1,2,0,3,1,57,4,7,1,0,62,0
0,2,1,3,1,52,4,25,0,0,56,0
1,26,1,3,1,32,1,5,0,0,56,0
0,2,1,3,1,27,,1,0,0,48,0
1,15,1,3,1,32,1,6,0,0,60,0
1,22,1,0,2,29,3,2,0,0,59,0
4,17,0,0,1,33,3,9,1,0,68,0
0,16,1,3,1,34,3,7,0,0,54,0
0,2,0,3,1,28,5,2,0,0,49,0
3,33,1,3,1,45,3,6,0,0,76,0
0,14,1,3,1,22,1,2,1,0,48,0
1,27,0,0,1,34,3,9,0,0,61,0
0,1,1,3,1,31,4,2,0,0,46,0
7,22,1,0,2,30,3,6,0,0,53,0
3,7,0,3,1,38,3,12,0,0,75,0
3,15,1,0,1,27,3,2,0,0,83,0
4,2,1,3,1,27,1,1,1,0,74,0
1,4,1,0,1,27,,1,0,0,60,0
1,2,1,0,1,57,3,3,0,0,59,0
1,9,1,0,1,29,3,3,1,0,60,0
3,20,0,3,1,37,4,9,0,0,74,0
0,2,0,3,1,24,,1,1,1,53,0
1,2,0,0,2,42,4,12,0,0,61,0
0,25,1,3,2,33,1,4,0,0,51,0
0,13,1,3,2,36,3,7,0,0,47,0
4,11,0,3,2,31,2,2,0,0,69,0
0,2,1,3,1,34,4,3,0,0,50,0
6,4,0,3,1,33,5,8,1,0,57,1
0,22,1,3,1,55,3,25,0,0,52,0
4,7,1,3,2,30,3,3,0,0,70,0
0,3,1,3,1,33,3,2,0,0,46,0
3,27,0,0,2,41,3,4,0,0,75,0
0,2,1,0,1,44,4,6,0,0,43,0
0,13,1,3,1,40,4,5,1,0,49,0
1,12,1,0,1,33,3,5,1,0,57,0
3,22,1,0,1,52,5,4,1,0,80,0
1,24,1,0,1,30,4,4,0,0,54,0
0,2,1,3,3,35,3,10,0,0,49,0
4,22,0,0,1,26,3,2,1,0,64,1
0,8,1,3,2,36,1,4,0,0,47,0
3,15,0,3,1,30,4,3,1,0,84,1
1,8,1,3,2,30,3,6,0,0,59,0
1,7,1,3,1,27,5,4,1,0,59,0
1,11,1,3,1,30,,1,1,0,59,0
8,27,1,3,1,37,5,9,0,0,59,0
4,2,1,3,1,38,4,7,0,0,74,0
4,2,1,3,1,26,5,2,1,0,68,0
0,2,0,3,1,31,2,2,1,0,43,0
0,15,1,0,2,36,1,9,0,0,49,0
1,2,1,3,1,48,3,7,0,0,58,0
0,16,0,3,1,39,3,9,0,0,47,0
4,13,0,0,3,38,4,7,0,0,66,0
0,2,1,3,1,47,1,17,0,0,44,0
0,22,1,0,1,41,2,6,0,0,48,0
0,22,1,3,1,36,3,2,0,0,56,0
1,22,1,3,2,28,5,2,1,0,54,1
0,2,0,3,1,32,3,7,0,0,49,0
3,2,1,1,1,40,4,11,0,0,82,0
3,6,0,3,1,30,3,7,0,0,78,0
4,22,1,0,1,29,3,3,0,0,70,0
9,32,1,3,1,29,3,2,0,0,83,0
7,15,1,0,1,30,3,9,0,0,53,0
0,11,1,3,1,41,3,5,0,0,49,0
0,26,0,0,2,28,3,6,1,0,51,0
0,15,1,1,1,29,3,5,0,0,49,0
8,16,0,0,3,28,3,5,1,0,66,0
4,17,1,3,1,45,1,11,0,0,69,0
7,26,1,0,1,30,5,5,1,0,52,0
1,26,1,0,2,26,,1,0,0,56,0
4,22,1,0,3,29,2,3,1,0,72,0
0,31,0,0,1,33,2,10,0,0,52,0
0,2,0,0,1,39,3,4,1,0,50,0
4,13,1,3,1,41,5,6,1,0,70,0
1,31,1,0,1,32,4,5,0,0,58,0
6,7,1,3,1,31,3,7,1,0,59,0
8,2,1,3,1,31,5,4,0,0,60,0
1,32,0,0,1,33,3,8,1,0,60,0
0,7,0,3,2,40,3,11,0,0,61,1
5,22,1,0,3,27,3,3,0,0,80,0
3,13,1,3,1,24,,1,0,0,82,0
0,28,0,3,1,32,3,5,1,0,47,0
0,7,1,0,2,50,3,6,0,0,53,0
1,13,0,0,2,33,2,3,0,0,61,0
1,27,0,3,1,35,4,2,0,0,57,0
1,2,1,0,1,56,2,30,0,0,58,0
1,1,1,0,1,38,5,10,1,0,57,0
0,27,1,0,2,40,3,14,0,0,50,0
6,22,1,3,2,32,5,4,0,0,62,0
4,24,0,3,1,33,2,4,0,0,71,0
1,7,0,0,1,31,4,6,0,0,55,0
1,22,1,1,1,35,5,3,1,0,63,0
3,2,1,0,1,59,3,18,0,0,78,0
4,2,0,0,1,51,1,7,0,0,70,0
9,2,1,0,1,35,5,7,1,0,84,0
3,14,1,0,1,29,2,2,0,0,82,0
0,7,0,3,1,34,3,4,0,0,53,0
4,13,0,3,1,38,3,8,0,0,68,0
1,14,0,0,1,33,5,7,1,0,59,0
0,23,1,0,1,36,1,8,0,0,50,0
8,22,1,0,1,25,,1,0,0,60,0
0,27,0,3,1,35,2,2,0,0,52,0
5,2,1,3,2,39,3,5,0,0,84,0
3,19,0,3,1,32,3,10,0,0,84,0
3,13,1,3,1,38,1,4,0,0,81,0
0,23,1,0,1,35,5,5,0,0,48,0
0,3,1,0,1,30,5,6,1,0,48,0
0,2,1,3,1,35,4,5,0,0,52,0
5,22,0,3,1,26,3,2,0,0,86,0
1,2,1,3,1,43,2,3,0,0,62,0
1,6,0,3,2,26,,1,1,0,58,0
5,31,1,3,2,29,1,4,0,0,84,0
0,24,1,0,1,32,2,5,0,0,47,0
5,7,1,3,4,27,3,4,1,0,85,1
7,2,1,0,2,58,3,12,0,0,48,0
4,7,0,1,1,33,5,8,1,0,71,0
0,23,1,0,2,35,3,8,0,0,51,0
8,2,1,3,1,28,,1,1,0,62,0
3,2,0,3,1,39,5,4,1,1,95,1
4,5,0,3,1,35,3,8,0,0,68,0
5,31,1,0,1,28,4,2,1,0,86,0
0,15,1,3,1,33,5,6,1,0,54,0
4,34,1,0,1,29,3,5,1,0,71,0
0,19,1,3,1,36,3,10,0,0,47,0
5,2,1,0,1,24,2,2,0,0,86,0
4,2,1,0,1,21,,1,0,0,73,0
0,2,1,0,2,45,3,7,1,0,53,0
0,6,0,0,1,25,,1,0,0,51,0
7,20,1,0,1,37,4,9,0,0,50,0
1,13,0,3,2,35,3,8,0,1,58,0
1,15,1,1,2,43,4,3,1,0,55,1
3,15,0,3,4,34,5,7,0,0,76,0
0,7,0,0,1,33,5,6,0,0,46,0
5,8,1,3,1,30,3,4,0,0,82,0
1,2,0,0,1,30,4,2,1,0,57,0
0,7,1,3,1,32,3,5,0,0,45,0
4,31,1,3,1,41,3,15,0,0,72,0
4,13,1,3,1,44,3,8,0,0,70,0
1,2,0,0,1,45,5,15,1,0,61,0
1,15,1,3,1,41,3,5,1,0,57,0
1,11,0,3,1,38,3,4,1,0,63,0
0,25,0,0,1,29,3,4,1,0,51,0
0,14,1,0,1,35,1,7,0,0,54,0
9,26,1,3,1,33,3,6,1,0,87,0
4,4,1,3,1,30,3,5,0,0,72,0
0,27,1,3,1,38,1,2,0,0,51,0
4,2,0,0,1,36,4,5,1,0,62,0
1,22,1,3,1,43,4,7,0,0,60,0
5,2,1,0,1,34,3,9,0,0,86,0
4,2,1,0,1,24,,1,0,0,69,0
4,2,0,0,1,39,1,7,0,0,71,0
0,28,1,3,1,40,5,4,1,1,50,1
0,7,1,0,1,35,5,9,0,0,51,0
3,13,1,3,1,53,5,17,1,0,77,0
1,17,0,0,1,26,,1,0,0,75,1
6,26,1,0,1,37,3,7,0,0,58,0
1,27,0,0,1,32,5,6,0,0,60,0
0,3,1,3,1,29,1,6,0,0,55,0
4,13,1,3,2,27,1,1,0,0,71,0
6,22,1,0,2,28,3,2,1,0,58,0
3,7,0,0,1,50,4,20,0,0,80,0
0,9,1,3,1,32,4,6,1,0,48,0
1,22,1,3,1,27,3,2,0,0,59,0
4,27,0,3,1,40,3,13,1,0,75,0
0,2,1,0,1,46,4,15,0,0,45,0
5,26,1,3,1,28,,1,1,0,87,0
6,4,1,0,1,29,5,1,1,1,94,1
1,26,1,3,2,30,5,5,0,0,58,0
0,22,1,3,2,23,5,2,1,0,51,0
5,2,1,3,1,56,4,14,0,0,85,0
7,15,1,0,1,27,3,2,0,0,54,0
0,2,0,0,1,35,1,6,0,0,53,0
7,2,1,0,1,45,3,5,1,0,51,0
0,22,1,0,1,42,1,3,0,0,48,0
5,6,1,0,2,33,5,9,1,0,84,0
1,2,0,1,1,54,4,13,0,0,64,0
0,2,0,3,1,39,1,7,0,0,52,0
7,2,1,3,1,32,4,9,0,0,47,0
5,22,1,3,1,33,2,5,0,0,87,0
0,7,1,0,2,44,1,5,0,0,53,0
4,15,1,3,1,50,4,6,1,0,69,0
1,15,1,0,1,34,5,5,0,0,71,1
4,2,1,3,1,43,1,16,0,0,69,0
3,7,0,0,1,46,2,20,1,0,83,1
0,8,1,0,2,32,4,3,0,0,51,0
0,11,1,0,1,39,1,3,0,0,49,0
6,2,1,0,2,30,3,4,1,0,58,0
0,26,0,0,3,31,3,6,0,0,46,0
1,1,1,0,1,33,3,7,0,0,72,1
3,5,1,3,1,35,1,9,0,0,82,0
0,2,1,3,2,31,,1,0,0,48,0
1,7,1,3,1,27,1,4,0,0,60,0
6,22,1,3,1,37,1,9,0,0,61,0
0,19,1,0,3,38,1,10,0,0,54,0
6,2,0,3,1,51,5,7,1,0,57,0
1,22,0,3,1,38,4,7,1,0,62,0
0,12,1,0,2,27,2,3,0,0,51,0
4,5,1,0,1,48,3,19,0,0,69,0
5,2,1,0,1,47,3,5,0,0,86,0
0,22,1,3,1,34,5,2,1,0,52,0
0,2,1,3,1,31,3,4,0,0,52,0
0,27,1,0,1,23,2,2,0,0,53,0
4,17,0,3,1,27,3,3,0,0,71,0
1,13,0,3,1,36,4,9,1,0,60,0
1,10,1,3,1,39,5,4,0,0,57,0
4,21,1,3,1,42,3,7,1,0,66,0
6,4,1,3,1,28,4,5,0,0,61,0
8,29,1,0,1,29,1,4,0,0,63,0
0,7,0,0,1,34,5,3,1,0,48,0
5,31,1,3,1,27,3,4,0,0,88,0
0,26,0,3,1,32,4,7,0,0,51,0
1,22,1,3,1,26,4,2,1,0,61,0
0,19,1,0,1,38,5,7,0,0,49,0
0,27,1,0,1,33,5,4,1,0,53,0
3,13,0,0,1,31,1,5,0,0,80,0
0,25,1,0,1,29,,1,0,0,46,0
6,22,1,0,3,29,3,2,0,0,63,0
4,26,1,3,1,39,3,13,0,0,74,0
1,31,1,3,1,40,4,4,1,0,61,0
0,7,1,3,1,39,2,6,0,0,50,0
4,15,1,0,1,33,2,3,1,0,70,0
3,27,1,3,1,40,3,12,0,0,80,0
0,22,1,0,1,28,5,4,1,0,53,1
8,7,1,3,1,26,5,2,1,1,60,0
3,13,0,0,1,33,5,3,1,0,80,1
4,15,1,3,1,36,1,9,0,0,70,0
7,2,0,3,1,25,1,2,0,0,49,0
5,22,1,0,2,29,,1,0,0,81,0
0,30,1,3,1,27,3,3,1,0,55,0
5,7,1,3,3,32,3,7,0,0,87,0
5,7,1,0,1,44,4,14,0,0,89,0
0,25,1,0,1,34,4,3,0,0,49,0
0,2,1,3,1,36,3,2,0,0,50,0
4,4,1,0,1,39,5,5,1,0,70,0
1,22,0,3,2,34,1,10,0,0,58,0
5,7,1,3,2,39,3,5,0,0,88,0
6,2,1,3,1,34,3,3,0,0,60,0
0,26,1,3,1,28,1,2,0,0,54,0
5,4,1,0,2,41,3,3,1,0,89,0
1,32,1,3,1,28,4,2,1,0,61,0
8,24,1,3,1,28,2,2,0,0,55,0
5,32,1,3,2,24,,1,0,0,89,0
0,13,1,3,1,44,3,2,1,0,49,1
4,10,0,0,1,33,2,6,1,0,68,1
0,16,1,3,1,27,,1,1,0,50,0
4,2,0,3,2,50,3,4,0,0,69,0
3,2,0,3,1,25,4,2,1,0,81,0
5,22,1,3,1,28,,1,1,0,78,0
0,25,1,3,1,33,3,7,1,0,45,0
4,7,1,3,1,33,2,7,0,0,70,0
0,3,0,3,1,33,3,9,0,0,52,0
8,26,1,3,1,33,3,6,0,0,58,0
1,26,0,0,1,36,4,4,1,0,61,0
7,13,1,3,1,37,5,7,0,0,50,0
0,12,1,0,1,45,4,13,0,0,43,0
1,22,0,0,1,35,5,7,1,0,84,1
1,10,0,3,1,30,1,5,0,0,56,0
3,4,0,3,1,28,1,3,0,0,83,0
1,10,1,0,1,28,3,3,0,0,56,0
0,2,1,0,1,37,5,9,0,0,48,0
4,2,0,3,1,29,3,4,1,0,73,0
5,17,1,3,1,27,4,3,0,0,82,0
0,13,0,0,1,32,3,5,0,0,51,0
1,22,1,3,2,46,3,9,0,0,60,0
3,5,1,1,1,25,4,3,0,0,81,0
4,22,0,0,1,34,4,8,0,0,70,0
0,27,1,0,1,31,5,5,1,0,47,0
6,4,0,3,2,35,4,6,0,0,58,0
7,32,1,0,1,31,2,2,0,0,49,0
0,15,1,1,1,33,3,7,0,0,53,0
1,7,1,3,1,36,2,3,1,0,60,0
3,15,0,3,1,35,2,8,0,0,79,0
1,4,0,0,1,31,3,6,0,0,64,1
6,2,0,3,1,40,3,6,1,0,55,1
4,2,1,0,1,36,5,4,1,0,70,0
4,31,1,3,1,33,3,3,1,0,70,0
5,26,1,0,1,33,3,4,0,0,87,0
0,22,1,0,2,35,4,7,0,0,51,0
3,31,1,0,1,33,3,3,1,0,81,0
4,19,1,3,1,41,3,3,1,0,70,0
1,32,1,0,1,31,4,4,1,0,63,0
3,11,1,3,1,36,3,5,0,0,81,0
0,16,1,0,1,35,2,8,0,0,53,0
1,16,0,0,2,40,2,2,1,0,59,0
4,31,1,0,2,32,3,5,0,0,69,0
0,2,1,3,2,38,4,9,0,0,53,0
5,22,1,1,1,30,3,2,1,0,85,0
0,13,1,0,1,30,,1,0,0,49,0
5,23,1,3,1,35,5,4,1,0,88,0
0,22,1,3,1,40,1,9,0,0,49,0
4,15,0,0,1,31,3,6,0,0,69,0
0,28,1,0,1,38,4,5,1,0,83,1
0,29,0,3,1,32,1,5,0,0,50,0
1,26,1,0,1,41,3,7,0,0,55,0
1,2,0,0,1,43,1,6,0,0,61,0
5,26,1,0,2,32,4,7,0,0,87,0
1,19,1,3,1,37,5,10,0,0,59,0
4,4,1,0,2,36,4,9,1,0,69,0
1,22,0,0,1,29,2,4,1,0,55,1
3,2,1,1,1,33,3,3,1,0,84,0
0,13,1,0,1,39,1,5,0,0,48,0
7,2,0,3,1,31,1,4,0,0,49,0
4,26,0,0,1,48,3,4,0,0,71,0
6,30,1,0,1,31,5,3,1,0,59,0
0,28,1,0,1,27,3,5,1,0,41,1
4,4,0,3,1,33,,1,0,0,66,0
1,30,0,3,1,36,4,9,0,0,64,0
1,27,1,3,1,38,3,3,0,0,59,0
3,23,1,3,1,38,4,8,0,0,82,0
0,17,1,3,1,31,1,4,0,0,54,0
6,4,1,3,1,33,3,5,0,0,55,0
0,13,1,3,1,37,1,9,0,0,48,0
5,29,1,3,1,28,2,6,0,0,87,0
1,22,1,3,1,38,4,9,0,0,55,0
0,10,1,0,1,41,3,9,0,0,48,0
3,2,0,1,1,28,3,2,0,0,79,0
4,2,0,0,1,40,1,9,0,0,71,0
4,31,1,3,3,31,3,5,0,0,71,0
0,2,1,0,1,33,3,10,0,0,49,0
0,14,1,0,1,36,1,9,0,0,53,0
5,32,1,3,1,28,,1,0,0,88,0
4,12,1,3,1,29,5,6,1,0,70,0
1,2,1,3,1,40,2,4,1,0,91,1
3,11,0,3,1,29,3,3,1,0,81,1
8,2,1,0,1,33,3,3,0,0,55,0
5,32,0,3,1,29,5,3,0,0,87,0
0,28,1,3,1,35,5,7,1,0,50,0
0,1,1,0,2,38,3,6,0,0,47,0
4,7,0,3,1,52,3,21,0,0,67,0
5,7,1,3,1,26,4,2,0,0,86,0
0,2,0,3,2,22,3,2,0,0,48,0
1,20,0,0,2,32,3,3,0,0,62,0
1,22,1,3,3,29,5,5,0,0,59,0
4,31,1,3,1,35,2,6,0,0,71,0
7,2,0,3,2,50,4,15,1,0,60,1
3,26,1,3,1,42,4,14,0,0,79,0
4,2,0,3,1,32,3,10,1,0,69,0
1,2,0,0,1,50,3,20,1,0,61,1
0,2,1,3,1,60,4,7,0,0,47,0
7,32,0,3,1,33,5,3,0,0,46,0
1,7,0,3,1,32,5,2,1,0,57,0
7,22,0,0,1,35,3,8,1,0,48,0
0,22,1,0,1,45,4,18,1,0,52,1
0,20,1,3,1,42,5,2,1,0,56,1
3,7,1,0,3,28,4,5,0,0,78,0
4,2,1,0,2,50,3,3,1,0,69,0
1,2,1,0,1,32,4,6,1,0,60,0
0,16,1,3,2,26,5,5,0,0,43,0
0,31,1,0,1,25,,1,1,0,52,0
5,1,1,0,1,35,5,9,1,0,84,1
1,12,1,3,1,27,3,3,0,0,55,0
5,23,1,3,1,42,3,4,0,0,83,0
8,2,1,0,1,27,5,3,0,0,75,1
0,13,1,0,1,21,3,2,0,0,48,0
6,28,1,3,1,33,5,5,1,0,59,0
4,2,1,0,1,26,,1,1,0,70,0
0,4,1,3,1,51,5,10,1,0,49,0
0,2,1,1,1,30,2,2,1,0,51,0
3,15,1,0,1,40,3,4,1,0,76,0
7,22,1,3,1,22,3,2,1,0,54,0
1,16,0,3,1,58,5,11,1,0,58,0
0,28,1,0,1,34,3,4,0,0,49,0
0,26,1,3,1,31,5,7,1,0,53,0
1,4,1,3,1,33,4,6,0,0,57,0
4,17,1,0,2,31,,1,0,0,70,0
0,2,1,1,2,33,5,3,0,0,49,0
0,7,1,3,1,57,3,7,0,0,50,0
0,17,1,3,1,36,3,3,0,0,52,0
0,22,0,0,2,28,3,3,0,1,59,1
0,26,1,3,1,35,5,9,1,1,94,1
1,22,1,0,1,34,5,7,0,0,60,0
1,31,0,0,1,42,3,15,0,0,54,0
9,25,0,3,1,32,5,5,0,0,85,0
1,4,1,3,1,31,4,2,0,0,60,0
4,31,1,3,1,33,3,7,0,0,67,0
1,32,0,3,1,27,5,2,1,0,59,0
4,15,1,0,1,38,3,2,1,0,69,0
0,1,0,0,3,29,1,3,1,0,92,1
0,31,1,3,1,36,1,11,0,0,48,0
1,2,0,3,1,24,,1,1,0,58,0
1,27,0,3,1,35,5,4,1,0,57,1
0,29,1,3,1,29,3,6,0,0,51,0
0,7,1,3,5,36,3,4,0,0,52,0
4,30,1,0,1,33,5,7,1,0,70,0
3,2,1,0,1,34,5,6,0,0,84,0
3,2,0,3,1,53,3,9,0,0,80,0
1,22,1,3,4,34,5,2,1,0,57,0
0,2,1,3,1,48,5,18,1,0,52,0
6,14,1,3,1,29,2,6,0,0,57,0
0,2,1,3,2,26,5,2,0,0,49,0
0,10,1,3,1,33,3,9,0,0,50,0
3,2,1,1,1,31,4,6,1,0,77,0
7,23,1,3,2,33,3,4,0,0,45,0
6,22,0,0,1,28,1,4,0,0,60,0
3,2,1,3,1,24,4,2,0,0,75,0
4,17,0,3,1,31,4,5,0,0,73,0
1,11,0,3,1,45,5,7,1,0,62,0
4,27,0,3,1,34,5,8,0,0,71,0
5,31,1,0,1,27,4,4,0,0,91,0
0,31,1,3,1,42,1,5,0,0,48,0
6,7,1,3,1,29,5,2,0,0,55,0
1,7,1,0,1,39,1,4,0,0,60,0
7,2,1,3,1,34,3,5,0,0,49,0
5,22,1,1,1,28,,1,1,0,86,0
0,11,1,0,1,31,5,5,1,0,46,0
3,16,1,0,2,37,4,10,1,0,80,0
4,2,0,0,1,33,3,5,1,0,68,0
5,7,1,3,1,29,3,3,0,0,87,0
4,2,0,3,1,40,3,5,1,0,75,0
7,11,1,3,1,32,3,6,0,0,51,0
1,4,1,0,1,27,3,2,1,0,58,0
0,11,0,3,1,28,4,5,1,0,43,0
7,22,1,3,3,31,5,4,1,0,50,0
0,2,1,0,2,35,3,4,0,0,49,0
7,31,1,0,2,32,3,7,0,0,52,0
0,25,1,0,1,30,5,4,1,0,53,0
4,22,1,3,2,30,,1,1,0,74,0
4,2,0,0,8,43,4,3,1,0,72,0
4,7,0,0,1,26,,1,0,0,69,0
0,29,0,3,1,31,3,4,0,0,52,0
3,26,1,3,1,36,4,3,1,0,83,1
5,22,1,3,1,58,4,12,0,0,84,0
1,15,0,0,1,30,,1,0,0,61,0
5,11,1,0,1,30,3,5,1,0,86,0
1,19,1,3,1,37,4,10,1,0,63,0
0,15,1,3,3,33,3,6,0,0,47,0
1,4,1,0,1,28,,1,1,0,59,0
1,32,1,0,1,27,3,2,0,0,63,0
7,22,1,0,1,48,3,18,0,0,45,0
3,2,1,0,1,41,4,7,0,0,78,0
1,17,0,3,3,26,,1,1,0,57,0
5,32,1,3,2,35,5,9,1,0,87,0
5,5,1,3,1,29,1,2,0,0,80,0
0,19,1,3,1,27,4,4,0,0,50,0
3,16,1,3,1,30,3,2,0,0,76,0
0,15,1,0,1,30,1,6,0,0,48,0
7,2,1,3,1,37,5,9,1,0,47,0
5,22,1,1,1,32,4,6,1,0,83,0
1,31,1,3,1,31,5,6,0,0,59,0
0,7,1,3,1,34,5,9,0,0,43,0
4,5,0,0,1,28,,1,0,0,71,0
0,19,1,0,1,35,3,7,0,0,48,0
7,7,1,3,1,36,4,4,0,0,50,0
7,2,1,3,1,41,5,3,0,0,50,0
4,20,1,0,1,31,3,2,0,0,68,0
0,31,1,0,3,30,4,6,0,0,48,0
8,22,1,3,1,30,2,4,0,0,57,0
3,13,0,3,1,32,5,2,1,0,81,0
0,2,1,1,1,34,3,6,0,0,50,0
3,16,0,0,1,33,4,4,1,0,82,0
0,2,1,3,1,43,2,12,0,0,52,0
3,22,0,0,1,35,3,9,0,0,78,0
3,7,1,0,2,34,4,6,1,0,78,0
0,31,1,0,1,36,5,5,1,0,43,0
5,15,1,3,1,34,4,2,0,0,83,0
0,7,1,0,1,31,3,3,0,0,50,0
5,15,1,3,3,31,5,4,1,0,82,0
0,1,1,3,1,32,5,4,0,0,54,0
3,2,0,3,1,58,1,14,0,0,78,0
0,2,0,0,1,26,3,3,0,0,46,0
4,2,1,3,1,36,3,2,0,0,71,0
4,27,1,3,1,37,3,7,0,0,73,0
0,26,1,3,1,39,5,6,0,0,57,0
4,2,0,0,1,41,5,4,1,0,67,0
0,15,1,3,1,44,5,15,1,0,48,0
1,16,1,3,1,46,5,20,1,0,59,0
1,4,0,0,1,27,,1,0,0,62,0
6,8,1,0,1,31,3,3,0,0,56,0
1,22,1,3,1,27,3,3,1,0,55,1
1,27,1,0,3,33,3,2,0,0,57,0
4,25,0,3,1,28,3,3,0,0,66,0
4,15,0,0,1,30,4,2,0,0,74,0
1,2,0,3,1,32,3,4,0,0,57,0
4,22,0,3,1,31,3,6,1,0,72,0
1,2,0,0,1,36,5,7,1,0,56,0
9,8,1,3,1,30,4,6,0,0,85,0
0,31,0,3,1,35,5,5,1,0,45,0
0,17,0,3,1,35,3,7,0,0,54,0
4,7,0,3,1,25,5,2,0,0,74,0
1,15,1,3,1,40,3,9,0,0,60,0
4,27,1,0,1,33,5,6,1,0,71,0
0,27,1,3,1,27,3,3,0,0,49,0
3,13,0,3,1,36,4,8,1,0,82,0
8,7,1,0,1,55,3,17,0,0,60,0
5,9,1,0,2,33,3,4,0,0,81,0
3,23,0,3,1,29,,1,0,0,78,0
0,2,0,0,1,44,5,7,0,0,54,0
3,22,1,0,2,27,3,3,0,0,79,0
4,2,0,0,1,43,3,6,0,0,64,0
5,32,1,3,1,28,3,6,0,0,84,0
0,4,0,0,1,34,4,3,0,0,52,0
0,25,1,3,1,32,4,7,0,0,44,0
1,27,1,3,1,40,2,11,0,0,58,0
4,7,1,0,1,38,4,6,0,0,69,0
6,22,1,0,3,30,2,3,0,0,62,0
7,2,0,3,1,42,1,11,0,0,47,0
3,26,1,3,1,27,,1,1,0,80,0
6,7,1,3,2,26,3,2,1,0,59,0
3,5,1,3,1,36,5,8,1,0,83,0
3,2,1,3,1,59,3,7,1,0,80,0
0,28,1,3,1,34,5,3,1,0,53,0
4,2,0,0,1,39,3,4,1,0,68,0
1,15,1,0,1,46,4,18,0,0,57,0
1,27,0,3,2,34,3,8,1,0,62,0
4,23,0,3,1,32,5,4,1,0,87,1
5,22,1,0,1,43,2,16,0,0,84,0
8,22,1,0,1,25,,1,1,0,60,0
0,2,1,1,1,32,4,7,1,0,51,0
1,15,0,3,2,42,3,12,0,0,61,0
1,2,1,0,1,44,3,2,1,0,57,0
4,7,1,3,1,39,3,6,0,0,70,0
1,2,0,0,1,36,4,3,0,0,58,0
1,4,1,0,1,36,5,10,0,0,54,0
0,13,1,3,2,35,1,4,0,0,50,0
8,27,1,0,1,29,3,2,0,0,60,0
4,2,0,3,1,51,3,11,1,1,96,1
4,2,0,0,1,39,3,10,1,0,68,1
1,30,1,0,1,31,3,4,0,0,60,0
5,31,1,3,2,31,5,5,1,0,83,0
6,22,0,0,1,27,,1,1,1,61,0
0,2,1,3,1,39,3,7,1,0,45,0
0,7,1,0,1,46,5,2,1,0,47,0
1,30,1,3,1,30,2,9,1,0,57,0
0,28,1,0,1,31,1,4,0,1,50,0
1,22,0,0,1,26,,1,1,0,58,0
6,2,1,3,1,57,4,28,0,0,58,0
4,27,1,3,1,42,5,12,1,0,69,1
0,4,1,3,1,37,1,7,1,0,50,1
6,31,1,0,1,28,5,3,1,0,61,0
7,2,1,3,1,60,3,7,0,0,53,0
3,1,0,3,1,29,1,8,0,0,80,0
3,7,0,3,1,51,1,4,1,0,79,0
